-0.0002989,-7.7585e-06
-0.00029619,-7.6336e-06
-0.00013993,-3.4864e-06
6.7778e-05,-4.0443e-06
0.00018691,-1.994e-05
0.00030835,-4.9679e-06
0.00031591,-6.7582e-06
0.00035512,-5.9182e-06
0.00058125,1.6197e-05
0.001071,1.0898e-05
0.002541,8.1424e-06
0.0040685,1.0018e-05
0.0081387,-1.6712e-06
0.011185,-5.239e-06
0.018454,-7.9439e-06
0.021397,-2.4613e-06
0.034826,8.4821e-06
0.11918,2.406e-06
0.30853,-1.3324e-07
0.14423,3.0803e-06
-0.46631,7.4559e-07
-0.4382,-9.8351e-06
-0.30265,-4.0548e-05
0.16332,-3.9557e-05
0.91493,-5.22e-05
0.31124,-5.54e-05
-0.16671,-3.7801e-05
0.32934,-7.5475e-06
0.33311,2.0105e-05
-0.28611,4.4955e-05
-0.74362,0.00011089
-0.35157,0.00023868
0.11418,0.0004538
-0.039386,0.0007541
-0.099014,0.0013799
0.0033583,0.0020957
0.09192,0.0033919
0.2135,0.0044163
0.1302,0.0082265
-0.076512,0.021538
-0.11058,0.038324
-0.10246,0.0072579
-0.052129,-0.027196
0.051499,0.020885
0.066822,0.013115
0.024676,-0.047853
0.027084,-0.011285
0.014001,0.040095
-0.031072,0.060713
-0.047616,0.054052
-0.0037419,0.042237
-0.027615,0.063793
-0.12651,0.035019
-0.07832,-0.012748
0.018606,-0.032925
0.057887,-0.045008
0.11723,-0.033928
0.08756,-0.012696
0.02258,-0.027152
0.010069,-0.027676
-0.013316,-0.0029337
-0.040666,0.010961
-0.11993,0.03244
-0.17495,0.057841
-0.079166,0.043756
0.060987,0.00078687
0.090178,-0.013862
0.028189,-0.013541
-0.0045088,-0.020788
0.010499,-0.0376
0.036115,-0.043312
0.029151,-0.027631
-0.012198,-0.0040421
-0.029016,0.0055861
-0.02695,-0.006222
-0.019417,-0.011227
0.002489,0.0034866
0.0082922,0.010089
0.0021053,-0.0027193
0.0040753,-0.010881
-0.0028429,-0.0085999
-0.019402,-0.0041937
-0.026045,0.00019896
-0.020489,0.0010739
0.0011711,-0.0062781
0.011133,-0.009111
-0.0041706,-0.0015997
-0.0045443,0.00050907
-0.00092408,-0.0040352
-0.0086987,-0.0063301
-0.0045864,-0.0064443
0.0042599,-0.0036568
0.0053015,-0.0013207
-0.0039351,-0.0030472
-0.019723,-0.0095414
-0.017142,-0.010084
0.0011718,-0.002595
0.012617,-0.0026093
0.011212,-0.0078808
4.5368e-05,-0.0043767
-0.010024,0.0023295
-0.0053215,0.0011677
0.0094083,0.00072061
0.014999,0.0019467
